customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,registration_year,registration_month,order_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,order_year,order_month,weekday,rating,sentiment,feedback_category
90882023,Benjamin Misra,craman@example.org,917726876648,"35/442
Merchant Circle, Uluberia 558909",Begusarai,686278,2023-06-12,Premium,11,1137.49,2023,June,914992221.0,2023-07-27 04:17:11,2023-07-27 04:37:11,2023-07-27 04:41:11,On Time,517.77,Cash,77449.0,8948.0,2023.0,July,Thursday,4.0,Neutral,Delivery
33295496,Imaran Chaudry,janyasaha@example.net,912342967640,"88/372, Gera Zila, Tiruchirappalli-103051",Haldia,234933,2024-01-12,Premium,14,1136.17,2024,January,1393100618.0,2024-09-25 01:37:46,2024-09-25 01:47:46,2024-09-25 01:44:46,On Time,3502.77,Cash,29783.0,8686.0,2024.0,September,Wednesday,2.0,Negative,App Experience
72393904,Amara Mahajan,kamala48@example.net,916539195024,"H.No. 030, Bhattacharyya Path, Thrissur-308964",Mumbai,130954,2024-07-25,Inactive,8,1920.6,2024,July,,,,,,,,,,,,,,,
15830066,Rishi Krishnan,anvimerchant@example.net,915565332468,"H.No. 56, Chahal Marg
Hosur 232465",Mira-Bhayandar,652139,2024-10-18,New,19,936.66,2024,October,1775389576.0,2024-03-10 06:34:09,2024-03-10 06:53:09,2024-03-10 06:52:09,On Time,941.19,Wallet,59128.0,4879.0,2024.0,March,Sunday,4.0,Neutral,Product Quality
15830066,Rishi Krishnan,anvimerchant@example.net,915565332468,"H.No. 56, Chahal Marg
Hosur 232465",Mira-Bhayandar,652139,2024-10-18,New,19,936.66,2024,October,2233053313.0,2023-10-14 20:23:47,2023-10-14 20:40:47,2023-10-14 20:43:47,On Time,2419.41,Cash,67838.0,5235.0,2023.0,October,Saturday,3.0,Neutral,Customer Service
15830066,Rishi Krishnan,anvimerchant@example.net,915565332468,"H.No. 56, Chahal Marg
Hosur 232465",Mira-Bhayandar,652139,2024-10-18,New,19,936.66,2024,October,7565768030.0,2024-02-10 02:50:25,2024-02-10 03:08:25,2024-02-10 03:07:25,On Time,980.97,Upi,54027.0,7035.0,2024.0,February,Saturday,1.0,Negative,Product Quality
15830066,Rishi Krishnan,anvimerchant@example.net,915565332468,"H.No. 56, Chahal Marg
Hosur 232465",Mira-Bhayandar,652139,2024-10-18,New,19,936.66,2024,October,1464736195.0,2024-08-23 16:05:00,2024-08-23 16:17:00,2024-08-23 16:27:00,Slightly Delayed,692.32,Wallet,21637.0,1345.0,2024.0,August,Friday,4.0,Neutral,Customer Service
93341057,Ayaan Tiwari,nagiyashica@example.net,912233062532,"74/730
Zacharia Road, Karawal Nagar-451755",Maheshtala,660740,2023-10-15,Inactive,20,1783.53,2023,October,8830321199.0,2024-08-10 06:00:16,2024-08-10 06:17:16,2024-08-10 06:32:16,Slightly Delayed,46.62,Cash,6336.0,1599.0,2024.0,August,Saturday,5.0,Positive,Product Quality
93341057,Ayaan Tiwari,nagiyashica@example.net,912233062532,"74/730
Zacharia Road, Karawal Nagar-451755",Maheshtala,660740,2023-10-15,Inactive,20,1783.53,2023,October,8026892264.0,2023-09-24 14:10:07,2023-09-24 14:25:07,2023-09-24 14:29:07,On Time,3867.59,Cash,34461.0,8942.0,2023.0,September,Sunday,3.0,Neutral,Customer Service
64106072,Pratyush Majumdar,riasheth@example.org,911641476779,"H.No. 009
Sharma Marg
Loni 610495",Deoghar,787371,2023-04-13,Inactive,3,1704.43,2023,April,5381466176.0,2023-06-01 20:53:50,2023-06-01 21:05:50,2023-06-01 21:08:50,On Time,281.73,Upi,48307.0,3043.0,2023.0,June,Thursday,5.0,Positive,Customer Service
62742797,Tanvi Dhar,xbaral@example.org,913688388307,"53
Bakshi Chowk
Tirunelveli 714052",Fatehpur,407022,2023-08-30,Premium,13,979.11,2023,August,5989265505.0,2024-03-15 04:11:36,2024-03-15 04:27:36,2024-03-15 04:22:36,On Time,3673.81,Card,11502.0,4556.0,2024.0,March,Friday,5.0,Positive,Customer Service
79591237,Osha Warrior,anika64@example.com,913674159132,"28/18
Banik Chowk
Rajpur Sonarpur 816154",Thane,394025,2023-12-23,Premium,6,1695.64,2023,December,9107314128.0,2024-05-20 16:19:17,2024-05-20 16:37:17,2024-05-20 16:36:17,On Time,545.49,Wallet,21125.0,6660.0,2024.0,May,Monday,2.0,Negative,App Experience
79591237,Osha Warrior,anika64@example.com,913674159132,"28/18
Banik Chowk
Rajpur Sonarpur 816154",Thane,394025,2023-12-23,Premium,6,1695.64,2023,December,9964671001.0,2024-03-14 17:53:53,2024-03-14 18:06:53,2024-03-14 18:02:53,On Time,3829.3,Card,5380.0,966.0,2024.0,March,Thursday,4.0,Positive,Delivery
79591237,Osha Warrior,anika64@example.com,913674159132,"28/18
Banik Chowk
Rajpur Sonarpur 816154",Thane,394025,2023-12-23,Premium,6,1695.64,2023,December,1239928207.0,2023-09-11 00:37:13,2023-09-11 00:47:13,2023-09-11 00:46:13,On Time,281.73,Upi,32011.0,1041.0,2023.0,September,Monday,2.0,Negative,Customer Service
59095971,Jason Wagle,pahalsama@example.com,915028942978,"22/10, Tara Nagar
Nashik 495261",Amroha,238579,2023-09-08,Inactive,15,311.21,2023,September,4607715908.0,2024-08-24 22:51:27,2024-08-24 23:03:27,2024-08-24 23:10:27,Slightly Delayed,4650.66,Upi,22498.0,8376.0,2024.0,August,Saturday,3.0,Neutral,Customer Service
34768050,Ekalinga Dixit,ojas67@example.com,912167772234,"H.No. 66, Walia Street, Thoothukudi-930293",Dhanbad,35987,2023-11-21,Inactive,17,1358.51,2023,November,4494390731.0,2023-04-28 12:21:37,2023-04-28 12:31:37,2023-04-28 12:39:37,Slightly Delayed,1921.19,Wallet,10118.0,2236.0,2023.0,April,Friday,5.0,Positive,Product Quality
34768050,Ekalinga Dixit,ojas67@example.com,912167772234,"H.No. 66, Walia Street, Thoothukudi-930293",Dhanbad,35987,2023-11-21,Inactive,17,1358.51,2023,November,6120818381.0,2024-05-02 00:28:42,2024-05-02 00:38:42,2024-05-02 00:34:42,On Time,3091.49,Upi,30114.0,7698.0,2024.0,May,Thursday,3.0,Neutral,Delivery
15221182,Charles Munshi,yashodaanne@example.org,919185934023,"34/72
Ratta Ganj, Ramagundam-239302",Visakhapatnam,639677,2023-08-19,Inactive,11,1871.46,2023,August,,,,,,,,,,,,,,,
66655397,Hemal Grover,xalak59@example.org,917971360873,"H.No. 663, Badal Road, Dewas 856228",Pali,154251,2023-04-23,New,5,775.85,2023,April,5506485302.0,2023-05-19 06:41:57,2023-05-19 06:53:57,2023-05-19 06:48:57,On Time,263.7,Cash,21250.0,6818.0,2023.0,May,Friday,4.0,Positive,App Experience
66655397,Hemal Grover,xalak59@example.org,917971360873,"H.No. 663, Badal Road, Dewas 856228",Pali,154251,2023-04-23,New,5,775.85,2023,April,6373867899.0,2023-11-08 08:41:48,2023-11-08 08:52:48,2023-11-08 08:57:48,On Time,1064.83,Card,71865.0,5350.0,2023.0,November,Wednesday,5.0,Positive,Delivery
66655397,Hemal Grover,xalak59@example.org,917971360873,"H.No. 663, Badal Road, Dewas 856228",Pali,154251,2023-04-23,New,5,775.85,2023,April,1772464528.0,2023-09-07 21:03:04,2023-09-07 21:22:04,2023-09-07 21:23:04,On Time,1709.44,Cash,47913.0,3203.0,2023.0,September,Thursday,3.0,Neutral,Delivery
66655397,Hemal Grover,xalak59@example.org,917971360873,"H.No. 663, Badal Road, Dewas 856228",Pali,154251,2023-04-23,New,5,775.85,2023,April,6818712547.0,2023-12-27 06:03:57,2023-12-27 06:15:57,2023-12-27 06:13:57,On Time,2620.04,Cash,65099.0,4196.0,2023.0,December,Wednesday,4.0,Positive,Customer Service
66655397,Hemal Grover,xalak59@example.org,917971360873,"H.No. 663, Badal Road, Dewas 856228",Pali,154251,2023-04-23,New,5,775.85,2023,April,3356214803.0,2024-06-08 22:01:14,2024-06-08 22:11:14,2024-06-08 22:08:14,On Time,4359.64,Wallet,83239.0,8255.0,2024.0,June,Saturday,2.0,Negative,Customer Service
63971358,Leela Hayre,npalla@example.org,918511026912,"599
Sharaf Zila
Adoni 602296",Mau,621459,2023-06-24,Regular,2,1159.84,2023,June,3742662928.0,2023-06-03 06:52:14,2023-06-03 07:03:14,2023-06-03 07:00:14,On Time,937.34,Wallet,75517.0,3266.0,2023.0,June,Saturday,2.0,Negative,Delivery
63971358,Leela Hayre,npalla@example.org,918511026912,"599
Sharaf Zila
Adoni 602296",Mau,621459,2023-06-24,Regular,2,1159.84,2023,June,7527936057.0,2023-12-10 14:03:53,2023-12-10 14:18:53,2023-12-10 14:20:53,On Time,2750.94,Cash,67699.0,8096.0,2023.0,December,Sunday,2.0,Negative,App Experience
63971358,Leela Hayre,npalla@example.org,918511026912,"599
Sharaf Zila
Adoni 602296",Mau,621459,2023-06-24,Regular,2,1159.84,2023,June,1134990529.0,2024-07-24 19:01:49,2024-07-24 19:18:49,2024-07-24 19:23:49,On Time,2294.08,Cash,85089.0,8451.0,2024.0,July,Wednesday,5.0,Positive,App Experience
38615653,Xiti Sachdeva,hnarang@example.net,913348023005,"04/04, Padmanabhan Street, Hosur 637223",Motihari,309098,2024-03-30,Regular,8,1501.01,2024,March,511736499.0,2024-10-24 21:20:11,2024-10-24 21:33:11,2024-10-24 21:38:11,On Time,2993.04,Card,49116.0,6635.0,2024.0,October,Thursday,3.0,Neutral,Product Quality
38615653,Xiti Sachdeva,hnarang@example.net,913348023005,"04/04, Padmanabhan Street, Hosur 637223",Motihari,309098,2024-03-30,Regular,8,1501.01,2024,March,105578518.0,2024-03-03 01:59:51,2024-03-03 02:13:51,2024-03-03 02:27:51,Slightly Delayed,1034.16,Cash,97558.0,3362.0,2024.0,March,Sunday,5.0,Positive,App Experience
30192942,Darika Raj,indalisunder@example.net,912817982930,"45
Shroff Zila, Bhiwani 555758",Jodhpur,907183,2024-02-04,Premium,8,1400.72,2024,February,8465721207.0,2024-06-21 09:02:00,2024-06-21 09:15:00,2024-06-21 09:10:00,On Time,4707.96,Cash,56612.0,7760.0,2024.0,June,Friday,4.0,Neutral,Customer Service
30192942,Darika Raj,indalisunder@example.net,912817982930,"45
Shroff Zila, Bhiwani 555758",Jodhpur,907183,2024-02-04,Premium,8,1400.72,2024,February,8153845667.0,2024-08-09 08:44:33,2024-08-09 08:58:33,2024-08-09 08:55:33,On Time,4095.5,Wallet,62899.0,3671.0,2024.0,August,Friday,1.0,Negative,Customer Service
30192942,Darika Raj,indalisunder@example.net,912817982930,"45
Shroff Zila, Bhiwani 555758",Jodhpur,907183,2024-02-04,Premium,8,1400.72,2024,February,7415158732.0,2024-01-05 20:01:50,2024-01-05 20:15:50,2024-01-05 20:32:50,Significantly Delayed,3310.78,Card,7676.0,6551.0,2024.0,January,Friday,2.0,Negative,Delivery
4444673,Chatresh Patla,owenkhatri@example.net,915269995631,"H.No. 70
Kade Marg
Mysore 259029",Srikakulam,440337,2023-06-24,New,15,584.69,2023,June,8388644219.0,2024-04-21 09:50:41,2024-04-21 10:05:41,2024-04-21 10:02:41,On Time,491.39,Card,29917.0,3927.0,2024.0,April,Sunday,4.0,Positive,Delivery
25850478,Jeevika Taneja,barkha46@example.net,915246025546,"H.No. 65
Balakrishnan Nagar
Ambarnath-424723",Danapur,112691,2024-04-05,Inactive,2,679.32,2024,April,7119397338.0,2024-10-28 22:53:36,2024-10-28 23:10:36,2024-10-28 23:13:36,On Time,874.78,Cash,39725.0,6526.0,2024.0,October,Monday,3.0,Negative,App Experience
50484778,Hiral Saxena,kurianatharv@example.com,911901886309,"07/185
Agate Zila, Shivpuri 496563",Kanpur,7186,2024-05-16,Inactive,2,1495.86,2024,May,4865644960.0,2023-09-11 08:45:57,2023-09-11 08:59:57,2023-09-11 09:07:57,Slightly Delayed,866.17,Wallet,11250.0,5280.0,2023.0,September,Monday,1.0,Negative,Delivery
30891209,Azaan Bora,manan23@example.org,913519053638,"381, Balan Circle, Anand 910232",Gudivada,347450,2024-07-22,New,1,1815.35,2024,July,7311621328.0,2024-04-07 02:34:51,2024-04-07 02:48:51,2024-04-07 03:18:51,Significantly Delayed,2639.67,Wallet,62428.0,6243.0,2024.0,April,Sunday,5.0,Positive,Product Quality
91144803,Hemang Singhal,njain@example.com,919950752442,"474
Sidhu Marg
Avadi-099148",Imphal,509332,2023-09-16,Regular,16,650.17,2023,September,6231311270.0,2023-12-07 18:40:58,2023-12-07 18:51:58,2023-12-07 19:06:58,Slightly Delayed,2173.29,Upi,73322.0,9174.0,2023.0,December,Thursday,5.0,Positive,Product Quality
91144803,Hemang Singhal,njain@example.com,919950752442,"474
Sidhu Marg
Avadi-099148",Imphal,509332,2023-09-16,Regular,16,650.17,2023,September,4785021992.0,2023-12-20 12:11:37,2023-12-20 12:30:37,2023-12-20 12:35:37,On Time,3562.88,Wallet,14692.0,7921.0,2023.0,December,Wednesday,1.0,Negative,Product Quality
79764621,Darpan Sastry,dayita64@example.org,915525091796,"H.No. 910, Bora Zila, Tezpur-561747",Rajahmundry,148516,2023-05-15,Premium,5,1830.61,2023,May,,,,,,,,,,,,,,,
87823209,Hemang Suri,aggarwalwatika@example.net,915979846952,"75/184, Apte Ganj, Kurnool 695756",Tadepalligudem,826255,2023-04-08,Inactive,18,983.94,2023,April,6172215120.0,2024-06-03 07:32:45,2024-06-03 07:42:45,2024-06-03 07:44:45,On Time,4452.81,Card,283.0,9119.0,2024.0,June,Monday,3.0,Negative,App Experience
87823209,Hemang Suri,aggarwalwatika@example.net,915979846952,"75/184, Apte Ganj, Kurnool 695756",Tadepalligudem,826255,2023-04-08,Inactive,18,983.94,2023,April,3398014747.0,2023-06-15 06:52:20,2023-06-15 07:05:20,2023-06-15 07:08:20,On Time,2430.88,Cash,32690.0,4964.0,2023.0,June,Thursday,5.0,Positive,Customer Service
26432512,Warhi Iyer,petergrewal@example.net,918533287852,"H.No. 206
Varty Zila
South Dumdum 988271",Khora ,53631,2023-12-17,New,18,1092.52,2023,December,2840314717.0,2023-06-27 23:33:21,2023-06-27 23:52:21,2023-06-27 23:51:21,On Time,1825.16,Wallet,56917.0,627.0,2023.0,June,Tuesday,5.0,Positive,Customer Service
34526570,Falak Edwin,jalsasetty@example.com,915953004076,"H.No. 240
Dhar Marg
Bhagalpur-524099",Mysore,369619,2024-07-29,New,19,847.76,2024,July,960728650.0,2023-04-16 07:58:44,2023-04-16 08:09:44,2023-04-16 08:16:44,Slightly Delayed,426.72,Upi,42554.0,245.0,2023.0,April,Sunday,2.0,Negative,App Experience
34526570,Falak Edwin,jalsasetty@example.com,915953004076,"H.No. 240
Dhar Marg
Bhagalpur-524099",Mysore,369619,2024-07-29,New,19,847.76,2024,July,8133246330.0,2023-10-08 13:18:01,2023-10-08 13:38:01,2023-10-08 13:40:01,On Time,758.8,Card,14324.0,1932.0,2023.0,October,Sunday,3.0,Neutral,Delivery
35358395,Hiral Kumar,yadavxalak@example.net,912099208879,"H.No. 835
Sahota Street
Ramagundam 303158",Dindigul,587334,2023-10-05,Inactive,12,787.28,2023,October,159394992.0,2024-08-06 06:44:30,2024-08-06 06:59:30,2024-08-06 07:00:30,On Time,611.71,Card,28600.0,9812.0,2024.0,August,Tuesday,4.0,Positive,App Experience
35358395,Hiral Kumar,yadavxalak@example.net,912099208879,"H.No. 835
Sahota Street
Ramagundam 303158",Dindigul,587334,2023-10-05,Inactive,12,787.28,2023,October,6018805430.0,2023-09-04 07:24:40,2023-09-04 07:37:40,2023-09-04 07:41:40,On Time,4118.37,Card,39582.0,1404.0,2023.0,September,Monday,1.0,Negative,Delivery
35358395,Hiral Kumar,yadavxalak@example.net,912099208879,"H.No. 835
Sahota Street
Ramagundam 303158",Dindigul,587334,2023-10-05,Inactive,12,787.28,2023,October,599772156.0,2023-03-24 04:38:22,2023-03-24 04:49:22,2023-03-24 05:02:22,Slightly Delayed,1566.3,Wallet,62467.0,8240.0,2023.0,March,Friday,2.0,Negative,Delivery
20634789,Aarnav Som,watikasule@example.org,912866703248,"202
Prabhakar Nagar, Latur-410481",Chinsurah,885507,2024-07-02,New,12,1223.43,2024,July,1427911940.0,2024-02-24 07:00:38,2024-02-24 07:14:38,2024-02-24 07:17:38,On Time,689.16,Upi,321.0,6456.0,2024.0,February,Saturday,3.0,Neutral,Delivery
20634789,Aarnav Som,watikasule@example.org,912866703248,"202
Prabhakar Nagar, Latur-410481",Chinsurah,885507,2024-07-02,New,12,1223.43,2024,July,2052163872.0,2023-06-21 22:30:22,2023-06-21 22:43:22,2023-06-21 22:43:22,On Time,819.82,Card,36843.0,2177.0,2023.0,June,Wednesday,4.0,Positive,Product Quality
20634789,Aarnav Som,watikasule@example.org,912866703248,"202
Prabhakar Nagar, Latur-410481",Chinsurah,885507,2024-07-02,New,12,1223.43,2024,July,3712789789.0,2024-02-02 19:52:03,2024-02-02 20:03:03,2024-02-02 20:05:03,On Time,2294.43,Wallet,67269.0,2443.0,2024.0,February,Friday,4.0,Neutral,Product Quality
11047835,Nathaniel Reddy,rsengupta@example.net,910814269381,"H.No. 31
Dugar Nagar, Nashik-602362",Tinsukia,553038,2024-01-31,Regular,6,573.38,2024,January,2288561509.0,2023-12-04 19:19:13,2023-12-04 19:39:13,2023-12-04 19:46:13,Slightly Delayed,1272.76,Cash,92861.0,4436.0,2023.0,December,Monday,4.0,Neutral,App Experience
11047835,Nathaniel Reddy,rsengupta@example.net,910814269381,"H.No. 31
Dugar Nagar, Nashik-602362",Tinsukia,553038,2024-01-31,Regular,6,573.38,2024,January,8986314607.0,2024-08-30 06:54:42,2024-08-30 07:05:42,2024-08-30 07:07:42,On Time,3422.97,Cash,72548.0,4805.0,2024.0,August,Friday,4.0,Positive,Customer Service
11047835,Nathaniel Reddy,rsengupta@example.net,910814269381,"H.No. 31
Dugar Nagar, Nashik-602362",Tinsukia,553038,2024-01-31,Regular,6,573.38,2024,January,7367717333.0,2023-07-30 10:15:56,2023-07-30 10:35:56,2023-07-30 10:33:56,On Time,2091.23,Card,54707.0,4841.0,2023.0,July,Sunday,4.0,Positive,Customer Service
11047835,Nathaniel Reddy,rsengupta@example.net,910814269381,"H.No. 31
Dugar Nagar, Nashik-602362",Tinsukia,553038,2024-01-31,Regular,6,573.38,2024,January,5465833352.0,2023-03-28 19:57:09,2023-03-28 20:10:09,2023-03-28 20:12:09,On Time,2140.08,Upi,43563.0,8457.0,2023.0,March,Tuesday,4.0,Positive,Product Quality
17201639,Vidhi Toor,qsani@example.com,913882677422,"H.No. 413
Bera Marg
Madhyamgram 098129",Korba,139363,2023-05-23,New,15,1472.23,2023,May,6367306297.0,2023-09-25 11:13:00,2023-09-25 11:33:00,2023-09-25 11:29:00,On Time,3012.27,Cash,66042.0,4611.0,2023.0,September,Monday,4.0,Neutral,App Experience
87718744,Max Pandit,vamakshi09@example.com,912812848221,"66/373
Wali
Singrauli-074003",Bathinda,966966,2023-09-29,Regular,6,863.84,2023,September,6771166303.0,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179.0,2820.0,2023.0,July,Monday,3.0,Negative,Product Quality
87718744,Max Pandit,vamakshi09@example.com,912812848221,"66/373
Wali
Singrauli-074003",Bathinda,966966,2023-09-29,Regular,6,863.84,2023,September,8638163868.0,2023-06-07 03:25:59,2023-06-07 03:41:59,2023-06-07 03:46:59,On Time,4272.81,Card,29019.0,3056.0,2023.0,June,Wednesday,2.0,Negative,Delivery
87718744,Max Pandit,vamakshi09@example.com,912812848221,"66/373
Wali
Singrauli-074003",Bathinda,966966,2023-09-29,Regular,6,863.84,2023,September,8891340263.0,2024-09-02 00:09:24,2024-09-02 00:19:24,2024-09-02 00:14:24,On Time,3612.45,Wallet,69702.0,5048.0,2024.0,September,Monday,3.0,Negative,Customer Service
75474920,Ojas Wali,khuranafrado@example.org,916596952410,"86/139
Wali Marg, Cuttack 645746",Serampore,234962,2024-10-20,Regular,18,569.23,2024,October,5961097387.0,2023-08-27 04:34:57,2023-08-27 04:53:57,2023-08-27 04:53:57,On Time,2425.77,Wallet,73762.0,6574.0,2023.0,August,Sunday,4.0,Positive,Product Quality
75474920,Ojas Wali,khuranafrado@example.org,916596952410,"86/139
Wali Marg, Cuttack 645746",Serampore,234962,2024-10-20,Regular,18,569.23,2024,October,6613853662.0,2024-01-26 14:02:11,2024-01-26 14:17:11,2024-01-26 14:27:11,Slightly Delayed,1748.17,Cash,57477.0,3473.0,2024.0,January,Friday,2.0,Negative,App Experience
57956497,Reva Sahota,frederick08@example.com,914831674927,"81, Naik, Dharmavaram-468737",Kurnool,2246,2024-10-05,Inactive,1,460.65,2024,October,5527742274.0,2023-12-16 05:20:27,2023-12-16 05:32:27,2023-12-16 05:27:27,On Time,2424.06,Card,98520.0,8667.0,2023.0,December,Saturday,3.0,Neutral,Delivery
57956497,Reva Sahota,frederick08@example.com,914831674927,"81, Naik, Dharmavaram-468737",Kurnool,2246,2024-10-05,Inactive,1,460.65,2024,October,8537081061.0,2023-08-16 01:03:14,2023-08-16 01:19:14,2023-08-16 01:28:14,Slightly Delayed,2333.58,Wallet,17933.0,8106.0,2023.0,August,Wednesday,2.0,Negative,App Experience
14114543,Vedika Aurora,rajagopalangeetika@example.net,910528551826,"H.No. 306
Palla Path, Guwahati-489162",Muzaffarnagar,76708,2023-03-29,Inactive,20,659.52,2023,March,,,,,,,,,,,,,,,
5043760,Chatresh Dara,dsinghal@example.org,919498451461,"93, Bansal Road
New Delhi 109118",Davanagere,638623,2023-11-28,Regular,2,1154.94,2023,November,343479370.0,2024-05-03 12:35:40,2024-05-03 12:55:40,2024-05-03 12:59:40,On Time,1820.87,Cash,63936.0,4894.0,2024.0,May,Friday,4.0,Positive,Delivery
5043760,Chatresh Dara,dsinghal@example.org,919498451461,"93, Bansal Road
New Delhi 109118",Davanagere,638623,2023-11-28,Regular,2,1154.94,2023,November,1996683408.0,2024-01-30 23:25:16,2024-01-30 23:40:16,2024-01-30 23:53:16,Slightly Delayed,870.29,Wallet,88615.0,191.0,2024.0,January,Tuesday,5.0,Positive,Customer Service
66359719,Diya Murty,mitalihayer@example.com,916264838134,"693, Sankar Road, Bhavnagar 420251",Nagercoil,262617,2024-05-20,Regular,2,949.36,2024,May,8596751747.0,2024-03-09 06:33:08,2024-03-09 06:44:08,2024-03-09 06:43:08,On Time,2462.18,Card,95854.0,4678.0,2024.0,March,Saturday,1.0,Negative,Product Quality
66359719,Diya Murty,mitalihayer@example.com,916264838134,"693, Sankar Road, Bhavnagar 420251",Nagercoil,262617,2024-05-20,Regular,2,949.36,2024,May,9182539734.0,2023-07-06 15:35:53,2023-07-06 15:52:53,2023-07-06 15:54:53,On Time,1557.06,Cash,19556.0,5109.0,2023.0,July,Thursday,4.0,Positive,App Experience
32656885,Xiti Sane,nyadav@example.net,918698992003,"10, Chana Street, Thiruvananthapuram-939172",Durgapur,278727,2023-08-01,New,1,309.43,2023,August,819853692.0,2024-07-04 17:23:55,2024-07-04 17:40:55,2024-07-04 17:35:55,On Time,1540.06,Wallet,46537.0,1548.0,2024.0,July,Thursday,3.0,Neutral,App Experience
2457734,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,2023-05-27,Premium,12,923.06,2023,May,1971008155.0,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,1866.01,Cash,30330.0,5472.0,2023.0,October,Monday,1.0,Negative,App Experience
2457734,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,2023-05-27,Premium,12,923.06,2023,May,2318969828.0,2023-03-26 20:02:49,2023-03-26 20:22:49,2023-03-26 20:19:49,On Time,1946.42,Cash,37500.0,4825.0,2023.0,March,Sunday,4.0,Positive,Product Quality
2457734,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,2023-05-27,Premium,12,923.06,2023,May,2638683222.0,2024-10-30 05:28:47,2024-10-30 05:38:47,2024-10-30 05:43:47,On Time,887.48,Card,3648.0,2769.0,2024.0,October,Wednesday,2.0,Negative,Product Quality
2457734,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,2023-05-27,Premium,12,923.06,2023,May,5142985961.0,2024-02-07 02:49:54,2024-02-07 03:08:54,2024-02-07 03:10:54,On Time,2044.41,Upi,19720.0,6842.0,2024.0,February,Wednesday,3.0,Negative,Delivery
9702217,David Doshi,madhavkibe@example.com,911280868167,"51/90
Mani Road, Muzaffarnagar-728003",Shahjahanpur,708661,2024-09-17,New,6,1209.86,2024,September,,,,,,,,,,,,,,,
55425478,Karan Ramachandran,jackson54@example.net,916226098653,"03, Mann Circle
Sultan Pur Majra 572115",Surendranagar Dudhrej,408102,2024-07-05,Inactive,12,1605.51,2024,July,607125614.0,2024-05-06 11:07:24,2024-05-06 11:18:24,2024-05-06 11:31:24,Slightly Delayed,3303.42,Cash,55507.0,6238.0,2024.0,May,Monday,4.0,Neutral,Product Quality
55425478,Karan Ramachandran,jackson54@example.net,916226098653,"03, Mann Circle
Sultan Pur Majra 572115",Surendranagar Dudhrej,408102,2024-07-05,Inactive,12,1605.51,2024,July,8884350133.0,2024-09-22 20:04:15,2024-09-22 20:16:15,2024-09-22 20:18:15,On Time,2062.98,Card,249.0,5763.0,2024.0,September,Sunday,1.0,Negative,Delivery
55425478,Karan Ramachandran,jackson54@example.net,916226098653,"03, Mann Circle
Sultan Pur Majra 572115",Surendranagar Dudhrej,408102,2024-07-05,Inactive,12,1605.51,2024,July,1843468816.0,2023-07-03 03:03:59,2023-07-03 03:20:59,2023-07-03 03:21:59,On Time,2092.13,Cash,8630.0,8400.0,2023.0,July,Monday,3.0,Neutral,Customer Service
50781611,Jeremiah Mallick,battayashasvi@example.com,916250356419,"010
Raju Zila, Sikar 787053",Nagpur,441000,2023-05-24,Regular,16,315.86,2023,May,8860588793.0,2023-08-03 15:12:25,2023-08-03 15:32:25,2023-08-03 15:33:25,On Time,2052.47,Wallet,44421.0,7672.0,2023.0,August,Thursday,1.0,Negative,App Experience
50781611,Jeremiah Mallick,battayashasvi@example.com,916250356419,"010
Raju Zila, Sikar 787053",Nagpur,441000,2023-05-24,Regular,16,315.86,2023,May,9667072962.0,2023-04-11 20:58:29,2023-04-11 21:09:29,2023-04-11 21:15:29,Slightly Delayed,2753.36,Cash,31515.0,8751.0,2023.0,April,Tuesday,4.0,Neutral,Customer Service
50781611,Jeremiah Mallick,battayashasvi@example.com,916250356419,"010
Raju Zila, Sikar 787053",Nagpur,441000,2023-05-24,Regular,16,315.86,2023,May,2622709030.0,2024-07-11 12:45:49,2024-07-11 13:04:49,2024-07-11 13:28:49,Significantly Delayed,1796.1,Cash,10007.0,3256.0,2024.0,July,Thursday,1.0,Negative,Customer Service
39150258,Dalaja Choudhury,beraprisha@example.com,913078845579,"08/794
Jha Circle
Bhavnagar 975604",Gandhinagar,788644,2023-04-19,Inactive,17,945.82,2023,April,6497594124.0,2024-10-24 17:36:05,2024-10-24 17:53:05,2024-10-24 17:58:05,On Time,1858.93,Wallet,96186.0,7559.0,2024.0,October,Thursday,2.0,Negative,App Experience
77035814,Ishaan Mohanty,dev69@example.com,917909626015,"04/69
Sahni Path
Guntakal-870680",Bhimavaram,250593,2023-06-03,Inactive,11,585.35,2023,June,5280263316.0,2024-06-28 12:35:57,2024-06-28 12:47:57,2024-06-28 13:15:57,Significantly Delayed,3531.91,Upi,81900.0,6846.0,2024.0,June,Friday,3.0,Neutral,Customer Service
